,mac,vendor
4392,a0:d3:c1:a3:c8:50,Hewlett Packard
4393,38:2c:4a:e9:ff:f0,ASUSTek Computer Inc
4394,54:a0:50:57:ba:cc,ASUSTek Computer Inc
4395,00:0e:2e:e0:44:2c,Edimax Tech Co Ltd
4396,2c:56:dc:4f:64:68,ASUSTek Computer Inc
4397,30:b5:c2:7e:7e:30,"TP-Link Tech Co, Ltd"
4398,2c:56:dc:4f:64:6c,ASUSTek Computer Inc
4399,10:be:f5:23:4d:c0,D-Link International
4400,ac:9e:17:eb:f7:ec,ASUSTek Computer Inc
4401,54:a0:50:57:ba:c8,ASUSTek Computer Inc
4402,c0:3f:0e:7d:42:5f,Netgear
4403,18:d6:c7:90:e8:24,"TP-Link Tech Co, Ltd"
4404,a0:d3:c1:a3:de:90,Hewlett Packard
4406,98:e7:f4:9c:ce:b5,Hewlett Packard
4407,18:a6:f7:3e:ed:5b,"TP-Link Tech Co, Ltd"
4408,10:be:f5:23:4d:c2,D-Link International
4409,dc:ef:09:ff:e6:c2,Netgear
4410,18:d6:c7:89:5b:e0,"TP-Link Tech Co, Ltd"
4411,a0:d3:c1:a3:c8:40,Hewlett Packard
4412,80:26:89:4c:a0:17,D-Link International
4413,14:cc:20:be:90:49,"TP-Link Tech Co, Ltd"
4414,10:7b:ef:ca:1e:8c,Zyxel Communications Corp
4415,2c:56:dc:4f:cd:32,ASUSTek Computer Inc
4418,54:a0:50:57:ba:cc,ASUSTek Computer Inc
4419,00:0e:2e:e0:44:2c,Edimax Tech Co Ltd
4420,2c:56:dc:4f:64:68,ASUSTek Computer Inc
4421,10:be:f5:23:4d:c0,D-Link International
4422,54:a0:50:57:ba:c8,ASUSTek Computer Inc
4423,98:e7:f4:9c:ce:b5,Hewlett Packard
4424,10:be:f5:23:4d:c2,D-Link International
4425,ac:9e:17:ea:da:a8,ASUSTek Computer Inc
4426,10:7b:ef:ca:1e:8c,Zyxel Communications Corp
4427,2c:56:dc:4f:cd:32,ASUSTek Computer Inc
4428,94:46:96:2b:ce:94,BaudTec Corp
4429,10:62:eb:9c:6c:a4,D-Link International
4430,00:11:32:53:50:1c,Synology Inc
4431,70:4f:57:45:5d:30,"TP-Link Tech Co, Ltd"
4432,00:11:32:53:50:1b,Synology Inc
4433,08:02:8e:99:de:70,Netgear
4434,10:da:43:08:e0:66,Netgear
4435,00:1c:f0:c5:91:b3,D-Link Corp
4436,10:62:eb:9c:54:50,D-Link International
4437,c0:a0:bb:ee:28:c8,D-Link International
4438,10:62:eb:44:7f:27,D-Link International
4439,c0:ee:fb:92:9f:09,OnePlus Tech (Shenzhen) Ltd
4440,10:da:43:1c:a7:11,Netgear
4441,a0:d3:c1:a3:de:b0,Hewlett Packard
4442,a0:d3:c1:a3:c8:70,Hewlett Packard
4443,10:62:eb:9c:6c:a6,D-Link International
4444,00:03:40:a9:81:07,"Floware Wireless Systems, Ltd"
4445,f0:9f:c2:2a:91:50,Ubiquiti Networks Inc
4446,34:21:09:2d:7e:28,Jensen Scandinavia AS
4447,2c:56:dc:4f:cd:30,ASUSTek Computer Inc
4448,c0:a0:bb:ee:28:ca,D-Link International
4449,c8:b3:73:57:7d:74,"Cisco-Linksys, Llc"
4450,2c:4d:54:1b:09:44,ASUSTek Computer Inc
4451,80:26:89:e9:fe:d0,D-Link International
4452,10:0d:7f:47:e7:40,Netgear
4453,2c:fd:a1:2d:00:78,ASUSTek Computer Inc
4454,a0:d3:c1:a3:c8:30,Hewlett Packard
4455,84:c9:b2:aa:10:76,D-Link International
4456,1c:b7:2c:35:d3:01,ASUSTek Computer Inc
4457,10:bf:48:3e:18:a3,ASUSTek Computer Inc
4458,00:22:6b:85:b4:95,"Cisco-Linksys, Llc"
4460,30:b5:c2:7e:7e:30,"TP-Link Tech Co, Ltd"
4461,54:a0:50:57:ba:c8,ASUSTek Computer Inc
4463,dc:ef:09:ff:e6:c2,Netgear
4464,94:46:96:2b:ce:94,BaudTec Corp
4465,f0:9f:c2:2a:91:50,Ubiquiti Networks Inc
4466,2c:4d:54:1b:09:44,ASUSTek Computer Inc
4467,d0:17:c2:33:a5:28,ASUSTek Computer Inc
4468,94:46:96:2b:cf:b3,BaudTec Corp
4469,b8:a3:86:aa:67:92,D-Link International
4470,2c:56:dc:4f:cd:34,ASUSTek Computer Inc
4471,a4:2b:8c:fd:02:e8,Netgear
4472,2c:56:dc:4f:81:98,ASUSTek Computer Inc
4473,c4:6e:1f:ea:d0:0d,"TP-Link Tech Co, Ltd"
4474,80:26:89:e9:fe:ce,D-Link International
4475,1c:5f:2b:fd:57:90,D-Link International
4476,a0:d3:c1:ac:17:70,Hewlett Packard
4477,10:62:eb:44:7f:29,D-Link International
4479,d8:fe:e3:dd:6b:d2,D-Link International
4481,2c:56:dc:4f:cd:32,ASUSTek Computer Inc
4482,10:da:43:08:e0:66,Netgear
4483,c0:a0:bb:ee:28:c8,D-Link International
4484,10:62:eb:44:7f:27,D-Link International
4485,10:62:eb:9c:6c:a6,D-Link International
4486,2c:56:dc:4f:cd:30,ASUSTek Computer Inc
4487,00:22:6b:85:b4:95,"Cisco-Linksys, Llc"
4488,38:2c:4a:e9:ff:f0,ASUSTek Computer Inc
4489,18:d6:c7:89:5b:e0,"TP-Link Tech Co, Ltd"
4490,18:d6:c7:90:b4:e0,"TP-Link Tech Co, Ltd"
4491,ac:5f:3e:32:71:52,Samsung Electro-Mechanics(Thailand)
4492,40:4a:03:00:5f:00,Zyxel Communications Corp
4493,c4:e9:84:a1:cf:a2,"TP-Link Tech Co, Ltd"
4494,18:d6:c7:90:b4:df,"TP-Link Tech Co, Ltd"
4495,a0:d3:c1:a3:e8:50,Hewlett Packard
4496,70:62:b8:67:9d:e8,D-Link International
4497,18:a6:f7:27:8b:3e,"TP-Link Tech Co, Ltd"
4498,c8:3a:35:4d:41:38,"Tenda Tech Co, Ltd"
4500,10:7b:ef:ca:1e:8c,Zyxel Communications Corp
4501,c0:a0:bb:ee:28:c8,D-Link International
4502,2c:4d:54:1b:09:44,ASUSTek Computer Inc
4503,ac:5f:3e:32:71:52,Samsung Electro-Mechanics(Thailand)
4504,a0:d3:c1:a3:e8:50,Hewlett Packard
4505,dc:ef:09:ff:e6:c2,Netgear
4506,b8:a3:86:aa:67:92,D-Link International
4507,20:4e:7f:08:52:e6,Netgear
4508,a0:d3:c1:a3:c8:70,Hewlett Packard
4509,2c:56:dc:4f:cd:34,ASUSTek Computer Inc
4510,a0:ab:1b:54:99:d0,D-Link International
4511,84:c9:b2:aa:10:76,D-Link International
4512,a0:ab:1b:54:99:d2,D-Link International
4513,a4:2b:b0:f6:15:92,"TP-Link Tech Co, Ltd"
4514,c8:b3:73:57:7d:74,"Cisco-Linksys, Llc"
4515,a4:2b:b0:f6:15:92,"TP-Link Tech Co, Ltd"
4517,00:11:32:53:50:1b,Synology Inc
4518,2c:b0:5d:39:54:4f,Netgear
4519,84:1b:5e:e7:f7:3c,Netgear
4520,1c:5f:2b:fd:57:90,D-Link International
4521,a0:d3:c1:ac:17:70,Hewlett Packard
4522,c0:a0:bb:ea:c0:e3,D-Link International
4523,e0:3f:49:6a:02:f8,ASUSTek Computer Inc
4524,2c:b0:5d:39:54:4e,Netgear
4525,a4:2b:b0:f6:15:91,"TP-Link Tech Co, Ltd"
4526,a0:d3:c1:a3:c8:90,Hewlett Packard
4527,c8:3a:35:4d:41:38,"Tenda Tech Co, Ltd"
4528,b8:a3:86:aa:67:92,D-Link International
4529,20:4e:7f:08:52:e6,Netgear
4531,a0:d3:c1:a3:c8:90,Hewlett Packard
4532,c8:3a:35:4d:46:e8,"Tenda Tech Co, Ltd"
4533,c4:e9:84:a1:cf:a2,"TP-Link Tech Co, Ltd"
4534,d8:eb:97:2b:60:89,"TRENDnet, Inc"
4535,c0:a0:bb:ea:bd:4d,D-Link International
4536,e0:3f:49:6a:02:fc,ASUSTek Computer Inc
4537,58:8b:f3:99:8f:48,Zyxel Communications Corp
4538,a0:d3:c1:ac:17:50,Hewlett Packard
4539,54:b8:0a:f6:86:e4,D-Link International
4540,34:21:09:2b:05:88,Jensen Scandinavia AS
4541,e4:6f:13:38:d0:50,D-Link International
4545,20:4e:7f:08:52:e6,Netgear
4546,c8:b3:73:57:7d:74,"Cisco-Linksys, Llc"
4547,a4:2b:b0:f6:15:92,"TP-Link Tech Co, Ltd"
4549,84:1b:5e:e7:f7:3c,Netgear
4550,c0:a0:bb:ea:bd:4d,D-Link International
4551,58:8b:f3:99:8f:48,Zyxel Communications Corp
4552,34:21:09:2b:05:88,Jensen Scandinavia AS
4554,a4:2b:b0:f6:15:91,"TP-Link Tech Co, Ltd"
4555,58:8b:f3:99:8f:49,Zyxel Communications Corp
4556,00:22:75:f4:27:ce,Belkin International Inc
4557,2c:30:33:33:ce:ac,Netgear
4558,08:02:8e:99:e4:30,Netgear
4559,1c:5f:2b:0d:c6:fc,D-Link International
4560,a0:d3:c1:a3:be:d0,Hewlett Packard
4561,a0:63:91:03:11:a8,Netgear
4562,bc:ee:7b:56:6d:74,ASUSTek Computer Inc
4563,70:62:b8:62:9f:0c,D-Link International
4564,00:02:61:96:77:12,Tilgin AB
4565,a0:d3:c1:a9:32:b0,Hewlett Packard
4566,00:22:75:f4:27:ce,Belkin International Inc
4567,84:1b:5e:e7:f7:3b,Netgear
4568,94:46:96:2b:c8:cf,BaudTec Corp
4569,a0:d3:c1:a3:c8:80,Hewlett Packard
4570,2c:30:33:33:ce:a8,Netgear
4571,b8:a3:86:21:6e:7a,D-Link International
4572,10:62:eb:44:7d:bc,D-Link International
4573,04:a1:51:10:9f:e0,Netgear
4574,34:21:09:2d:99:c8,Jensen Scandinavia AS
4575,a0:63:91:03:11:ac,Netgear
4576,6c:19:8f:c7:50:e8,D-Link International
4577,e8:cc:18:fd:92:b8,D-Link International
4578,c0:a0:bb:ea:bd:4f,D-Link International
4579,a0:d3:c1:a3:ba:50,Hewlett Packard
4580,28:80:23:99:fa:a0,Hewlett Packard
4581,10:62:eb:44:7d:be,D-Link International
4582,10:da:43:c8:dd:96,Netgear
4583,a0:63:91:a1:5f:b6,Netgear
4584,b0:7f:b9:17:80:38,Netgear
4585,e8:cc:18:fd:92:ba,D-Link International
4586,c0:a0:bb:eb:de:4e,D-Link International
4587,34:21:09:28:67:ce,Jensen Scandinavia AS
4588,fc:3f:db:80:16:20,Hewlett Packard
4589,10:da:43:c8:dd:97,Netgear
4590,a0:48:1c:4c:06:90,Hewlett Packard
4591,50:c7:bf:c1:0c:d8,"TP-Link Tech Co, Ltd"
4592,c4:6e:1f:40:82:d0,"TP-Link Tech Co, Ltd"
4593,10:0d:7f:60:e4:f6,Netgear
4594,c4:3d:c7:89:1a:7e,Netgear
4596,c0:a0:bb:ea:bd:4d,D-Link International
4597,1c:5f:2b:0d:c6:fc,D-Link International
4598,a0:63:91:03:11:a8,Netgear
4599,10:da:43:c8:dd:96,Netgear
4600,a0:63:91:a1:5f:b6,Netgear
4601,c0:a0:bb:eb:de:4e,D-Link International
4602,10:da:43:c8:dd:97,Netgear
4603,10:0d:7f:60:e4:f6,Netgear
4604,4c:60:de:92:4d:42,Netgear
4605,10:62:eb:97:c2:80,D-Link International
4606,00:1e:c2:f6:bd:01,"Apple, Inc"
4607,00:24:b2:92:84:ea,Netgear
4608,28:28:5d:fc:28:b8,Zyxel Communications Corp
4609,10:bf:48:3e:18:a3,ASUSTek Computer Inc
4610,74:da:38:cd:04:9c,Edimax Tech Co Ltd
4611,84:16:f9:ae:bd:62,"TP-Link Tech Co, Ltd"
4612,08:60:6e:bf:af:68,ASUSTek Computer Inc
4613,e0:3f:49:d1:29:e8,ASUSTek Computer Inc
4614,b0:6e:bf:49:f0:0c,ASUSTek Computer Inc
4615,00:24:b2:ba:a0:74,Netgear
4616,1c:5f:2b:66:ce:ec,D-Link International
4617,08:02:8e:99:e3:8e,Netgear
4620,ac:5f:3e:32:71:52,Samsung Electro-Mechanics(Thailand)
4621,34:21:09:2b:05:88,Jensen Scandinavia AS
4622,1c:5f:2b:0d:c6:fc,D-Link International
4623,10:0d:7f:60:e4:f6,Netgear
4624,00:1e:c2:f6:bd:01,"Apple, Inc"
4625,e0:3f:49:d1:29:e8,ASUSTek Computer Inc
4627,00:1d:7e:bc:42:85,"Cisco-Linksys, Llc"
4628,18:31:bf:02:cd:90,ASUSTek Computer Inc
4629,fc:3f:db:80:16:20,Hewlett Packard
4630,c4:3d:c7:89:1a:7e,Netgear
4631,a0:d3:c1:ac:17:f0,Hewlett Packard
4632,70:8b:cd:87:07:a0,ASUSTek Computer Inc
4633,10:c3:7b:a4:03:d8,ASUSTek Computer Inc
4634,20:0c:c8:3b:e2:2e,Netgear
4635,28:c6:8e:06:c0:52,Netgear
4636,00:06:25:ff:c6:c2,"The Linksys Group, Inc"
4638,34:21:09:2b:05:88,Jensen Scandinavia AS
4639,a0:63:91:03:11:a8,Netgear
4640,34:21:09:2d:99:c8,Jensen Scandinavia AS
4641,a0:63:91:03:11:ac,Netgear
4642,08:02:8e:99:e4:30,Netgear
4643,a0:d3:c1:a3:c8:90,Hewlett Packard
4644,c8:be:19:73:63:80,D-Link International
4645,70:8b:cd:87:07:a4,ASUSTek Computer Inc
4646,94:46:96:2b:c7:2b,BaudTec Corp
4647,08:02:8e:8a:b7:ca,Netgear
4649,10:7b:44:b5:9a:d4,ASUSTek Computer Inc
4650,54:b8:0a:f6:86:e4,D-Link International
4652,38:d5:47:43:d6:e8,ASUSTek Computer Inc
4653,70:4f:57:27:ae:0c,"TP-Link Tech Co, Ltd"
4654,94:46:96:2b:cf:19,BaudTec Corp
4655,b0:39:56:19:c7:fc,Netgear
4656,a0:d3:c1:ac:17:30,Hewlett Packard
4657,b0:4e:26:a7:a7:bb,"TP-Link Tech Co, Ltd"
4658,a0:d3:c1:ac:17:00,Hewlett Packard
4659,a0:d3:c1:ac:18:30,Hewlett Packard
4660,08:02:8e:8a:b7:c9,Netgear
4661,c8:d7:19:91:46:c7,"Cisco-Linksys, Llc"
4662,34:21:09:31:f8:72,Jensen Scandinavia AS
4663,18:60:24:d6:c9:a3,Hewlett Packard
4664,e4:f4:c6:4e:68:ec,Netgear
4665,18:31:bf:67:98:88,ASUSTek Computer Inc
4668,60:e3:27:2d:5a:48,"TP-Link Tech Co, Ltd"
4669,a0:63:91:03:11:a8,Netgear
4670,34:21:09:2d:99:c8,Jensen Scandinavia AS
4671,70:8b:cd:87:07:a0,ASUSTek Computer Inc
4672,c8:be:19:73:63:80,D-Link International
4673,94:46:96:2b:c7:2b,BaudTec Corp
4674,54:b8:0a:f6:86:e4,D-Link International
4676,38:d5:47:43:d6:e8,ASUSTek Computer Inc
4677,94:46:96:2b:cf:19,BaudTec Corp
4678,b0:39:56:19:c7:fc,Netgear
4679,10:bf:48:3e:18:a3,ASUSTek Computer Inc
4680,b0:4e:26:a7:a7:bb,"TP-Link Tech Co, Ltd"
4681,18:60:24:d6:c9:a3,Hewlett Packard
4682,e4:f4:c6:4e:68:ec,Netgear
4684,60:e3:27:2d:5a:48,"TP-Link Tech Co, Ltd"
4685,18:d6:c7:ba:af:52,"TP-Link Tech Co, Ltd"
4686,14:d6:4d:2e:10:e0,D-Link International
4688,00:1a:70:9f:dc:2a,"Cisco-Linksys, Llc"
4689,08:02:8e:8d:8f:c7,Netgear
4691,34:21:09:38:85:51,Jensen Scandinavia AS
4692,a0:d3:c1:a3:b9:80,Hewlett Packard
4693,c4:a8:1d:83:4b:88,D-Link International
4694,a0:d3:c1:a3:b8:50,Hewlett Packard
4695,60:e3:27:9a:99:2a,"TP-Link Tech Co, Ltd"
4696,00:1f:1f:7c:61:f8,Edimax Tech Co Ltd
4697,e4:6f:13:f9:44:20,D-Link International
4699,70:4f:57:27:ae:0c,"TP-Link Tech Co, Ltd"
4700,b0:4e:26:a7:a7:bb,"TP-Link Tech Co, Ltd"
4701,c8:d7:19:91:46:c7,"Cisco-Linksys, Llc"
4704,a0:d3:c1:a3:b8:50,Hewlett Packard
4705,c4:6e:1f:40:82:d0,"TP-Link Tech Co, Ltd"
4706,00:19:cb:15:03:93,Zyxel Communications Corp
4707,a0:63:91:b5:3c:b2,Netgear
4708,a0:d3:c1:a3:ba:80,Hewlett Packard
4709,00:02:61:96:77:12,Tilgin AB
4710,c8:d7:19:91:46:c6,"Cisco-Linksys, Llc"
4711,a0:d3:c1:a3:ba:90,Hewlett Packard
4712,c8:d7:19:e2:34:e7,"Cisco-Linksys, Llc"
4713,94:46:96:2b:d0:e0,BaudTec Corp
4714,ec:1a:59:88:09:7f,Belkin International Inc
4715,70:62:b8:62:9f:0c,D-Link International
4716,30:b5:c2:96:59:49,"TP-Link Tech Co, Ltd"
4717,38:63:bb:78:7f:b7,Hewlett Packard
4718,08:02:8e:8d:8f:c6,Netgear
4719,34:21:09:28:be:5d,Jensen Scandinavia AS
4720,c0:56:27:11:14:4a,Belkin International Inc
4723,10:bf:48:3e:18:a3,ASUSTek Computer Inc
4724,c8:d7:19:91:46:c7,"Cisco-Linksys, Llc"
4727,c4:a8:1d:83:4b:88,D-Link International
4728,00:02:61:96:77:12,Tilgin AB
4729,a0:d3:c1:a3:ba:90,Hewlett Packard
4730,94:46:96:2b:d0:e0,BaudTec Corp
4731,38:63:bb:78:7f:b7,Hewlett Packard
4732,34:21:09:28:be:5d,Jensen Scandinavia AS
4733,c0:56:27:11:14:4a,Belkin International Inc
4735,c0:56:27:11:14:49,Belkin International Inc
4736,94:10:3e:94:e0:cc,Belkin International Inc
4737,94:46:96:2b:7d:26,BaudTec Corp
4738,94:10:3e:94:e0:ce,Belkin International Inc
4739,c4:a8:1d:83:4b:8a,D-Link International
4740,34:36:3b:c1:fd:bb,"Apple, Inc"
4741,80:26:89:f8:dc:f5,D-Link International
4742,00:22:3f:32:31:1e,Netgear
4743,cc:e1:d5:7d:57:8c,Buffalo.Inc
4744,20:c9:d0:26:6a:b9,"Apple, Inc"
4745,34:21:09:28:be:5e,Jensen Scandinavia AS
4746,10:0d:7f:91:73:56,Netgear
4747,a0:04:60:9f:d5:68,Netgear
4748,10:fe:ed:c2:68:ce,"TP-Link Tech Co, Ltd"
4749,34:21:09:2e:04:d0,Jensen Scandinavia AS
4750,c0:56:27:11:14:4b,Belkin International Inc
4751,00:11:6b:18:05:c8,"Digital Data Communications Asia Co, Ltd"
4753,10:bf:48:3e:18:a3,ASUSTek Computer Inc
4754,b8:a3:86:21:6e:7a,D-Link International
4755,c4:6e:1f:40:82:d0,"TP-Link Tech Co, Ltd"
4756,00:02:61:96:77:12,Tilgin AB
4757,70:62:b8:62:9f:0c,D-Link International
4758,34:21:09:28:be:5d,Jensen Scandinavia AS
4760,94:10:3e:94:e0:cc,Belkin International Inc
4761,34:21:09:28:be:5e,Jensen Scandinavia AS
4762,60:e3:27:9a:99:2a,"TP-Link Tech Co, Ltd"
4763,cc:e1:d5:7d:57:88,Buffalo.Inc
4764,a0:d3:c1:a3:b9:a0,Hewlett Packard
4765,18:31:bf:67:98:88,ASUSTek Computer Inc
4766,a0:d3:c1:a3:b9:b0,Hewlett Packard
4767,a0:d3:c1:a3:b9:90,Hewlett Packard
4768,10:0d:7f:63:9d:0c,Netgear
4769,a0:d3:c1:a3:b9:d0,Hewlett Packard
4770,80:26:89:f8:dc:f3,D-Link International
4771,34:36:3b:c1:fd:ba,"Apple, Inc"
4772,a4:2b:b0:a5:c2:35,"TP-Link Tech Co, Ltd"
4773,a0:d3:c1:a3:b9:f0,Hewlett Packard
4774,70:62:b8:62:9f:0c,D-Link International
4776,94:10:3e:94:e0:cc,Belkin International Inc
4777,34:36:3b:c1:fd:bb,"Apple, Inc"
4778,34:21:09:2e:04:d0,Jensen Scandinavia AS
4779,34:36:3b:c1:fd:ba,"Apple, Inc"
4780,34:21:09:31:f8:72,Jensen Scandinavia AS
4781,70:62:b8:62:9f:0e,D-Link International
4782,80:26:89:f8:dc:f5,D-Link International
4783,00:22:6b:7b:2a:81,"Cisco-Linksys, Llc"
4784,b0:7f:b9:17:80:d4,Netgear
4785,bc:67:1c:1f:1d:2b,"Cisco Systems, Inc"
4786,34:21:09:31:f8:73,Jensen Scandinavia AS
4787,a0:63:91:78:5d:18,Netgear
4789,e8:de:27:fb:ab:df,"TP-Link Tech Co, Ltd"
4790,a0:d3:c1:a3:b9:c0,Hewlett Packard
4791,b0:7f:b9:17:80:d0,Netgear
4792,a0:63:91:78:5d:b6,Netgear
4793,20:4e:7f:aa:e1:3c,Netgear
4794,14:91:82:a9:9f:82,Belkin International Inc
4795,2c:fd:a1:0d:d5:18,ASUSTek Computer Inc
4796,48:a1:95:e8:58:7c,"Apple, Inc"
4797,00:19:cb:eb:4a:e0,Zyxel Communications Corp
4798,e0:91:f5:ad:b5:d1,Netgear
4799,70:62:b8:62:9f:0c,D-Link International
4800,60:e3:27:9a:99:2a,"TP-Link Tech Co, Ltd"
4801,10:0d:7f:63:9d:0c,Netgear
4802,a0:d3:c1:a3:b9:d0,Hewlett Packard
4803,80:26:89:f8:dc:f3,D-Link International
4804,34:36:3b:c1:fd:ba,"Apple, Inc"
4805,34:21:09:31:f8:72,Jensen Scandinavia AS
4806,80:26:89:f8:dc:f5,D-Link International
4807,b0:7f:b9:17:80:d4,Netgear
4808,34:21:09:31:f8:73,Jensen Scandinavia AS
4810,b0:7f:b9:17:80:d0,Netgear
4811,a0:63:91:78:5d:b6,Netgear
4812,20:4e:7f:aa:e1:3c,Netgear
4813,e0:91:f5:ad:b5:d1,Netgear
4814,14:da:e9:f9:2e:dc,ASUSTek Computer Inc
4815,34:21:09:31:fc:db,Jensen Scandinavia AS
4816,34:21:09:12:50:72,Jensen Scandinavia AS
4817,e4:6f:13:fc:77:7c,D-Link International
4818,34:21:09:31:fc:da,Jensen Scandinavia AS
4819,58:ef:68:55:69:b3,Belkin International Inc
4820,a0:d3:c1:a3:b9:90,Hewlett Packard
4821,98:de:d0:3c:0e:70,"TP-Link Tech Co, Ltd"
4822,a0:63:91:9e:b7:43,Netgear
4823,30:b5:c2:c2:86:06,"TP-Link Tech Co, Ltd"
4824,08:02:8e:99:e1:ca,Netgear
4825,bc:ee:7b:56:6d:74,ASUSTek Computer Inc
4826,30:b5:c2:c2:87:1e,"TP-Link Tech Co, Ltd"
4827,88:d7:f6:c0:54:a0,ASUSTek Computer Inc
4828,10:62:eb:9c:4e:3c,D-Link International
4829,c0:ee:fb:f9:73:f8,OnePlus Tech (Shenzhen) Ltd
4831,10:0d:7f:63:9d:0c,Netgear
4832,70:62:b8:62:9f:0e,D-Link International
4833,80:26:89:f8:dc:f5,D-Link International
4834,20:4e:7f:aa:e1:3c,Netgear
4835,34:21:09:31:fc:da,Jensen Scandinavia AS
4836,08:02:8e:99:e1:ca,Netgear
4837,30:b5:c2:c2:87:1e,"TP-Link Tech Co, Ltd"
4838,c0:ee:fb:f9:73:f8,OnePlus Tech (Shenzhen) Ltd
4839,ac:22:0b:1f:99:68,ASUSTek Computer Inc
4840,20:4e:7f:aa:e1:3b,Netgear
4841,30:b5:c2:8d:dd:91,"TP-Link Tech Co, Ltd"
4842,40:9b:cd:43:cd:63,D-Link International
4843,00:1f:1f:67:4e:64,Edimax Tech Co Ltd
4844,bc:ee:7b:56:6d:74,ASUSTek Computer Inc
4845,00:08:a1:cb:13:4b,CNet Tech Inc
4846,88:d7:f6:c0:54:a0,ASUSTek Computer Inc
4847,30:b5:c2:8d:dd:90,"TP-Link Tech Co, Ltd"
4848,c0:25:e9:e0:ef:dc,"TP-Link Tech Co, Ltd"
4849,00:18:e7:e2:ea:70,"Cameo Communications, Inc"
4850,40:9b:cd:43:82:84,D-Link International
4851,f8:1a:67:37:40:e8,"TP-Link Tech Co, Ltd"
4852,10:62:eb:99:10:18,D-Link International
4853,fc:3f:db:96:ae:25,Hewlett Packard
4854,64:66:b3:fc:df:6c,"TP-Link Tech Co, Ltd"
4855,00:8e:f2:48:67:e8,Netgear
4856,40:9b:cd:43:82:84,D-Link International
4857,00:3a:98:c9:b5:0f,"Cisco Systems, Inc"
4858,00:3a:98:c9:b5:0d,"Cisco Systems, Inc"
4859,00:3a:98:bf:d7:fd,"Cisco Systems, Inc"
4862,34:21:09:2e:04:d0,Jensen Scandinavia AS
4863,a0:63:91:78:5d:18,Netgear
4865,a0:63:91:05:a8:c8,Netgear
4866,00:78:88:99:5a:cb,"Cisco Systems, Inc"
4867,20:cf:30:ce:34:a9,ASUSTek Computer Inc
4868,10:62:eb:99:1f:cc,D-Link International
4869,10:62:eb:99:09:dc,D-Link International
4870,00:3a:98:bf:d7:fe,"Cisco Systems, Inc"
4871,00:3a:98:bf:d7:ff,"Cisco Systems, Inc"
4872,10:7b:ef:fe:d5:3a,Zyxel Communications Corp
4873,c8:be:19:6a:0d:f8,D-Link International
4874,10:62:eb:99:10:18,D-Link International
4875,a0:ab:1b:54:9c:f4,D-Link International
4876,10:62:eb:9c:4e:3c,D-Link International
4879,2c:fd:a1:0d:d5:18,ASUSTek Computer Inc
4880,00:0f:61:b5:72:51,Hewlett Packard
4881,b0:39:56:92:44:80,Netgear
4882,30:b5:c2:8d:dd:90,"TP-Link Tech Co, Ltd"
4883,00:3a:98:bf:d7:f0,"Cisco Systems, Inc"
4884,40:9b:cd:43:cd:65,D-Link International
4885,00:3a:98:bf:d7:f1,"Cisco Systems, Inc"
4886,00:3a:98:bf:d7:f2,"Cisco Systems, Inc"
4887,00:78:88:99:5a:cb,"Cisco Systems, Inc"
4888,c0:25:e9:e0:ef:dc,"TP-Link Tech Co, Ltd"
4889,20:cf:30:ce:34:a9,ASUSTek Computer Inc
4891,00:1d:7e:bc:42:85,"Cisco-Linksys, Llc"
4892,a0:f3:c1:cd:38:9e,"TP-Link Tech Co, Ltd"
4893,8c:3b:ad:13:a8:63,Netgear
4895,00:22:b0:b3:f1:34,D-Link Corp
4896,00:06:25:ff:c6:c2,"The Linksys Group, Inc"
4897,c4:67:b5:10:75:e3,Libratone A/S
4898,08:02:8e:e2:6d:d4,Netgear
4899,c8:d3:ff:88:da:9b,Hewlett Packard
4900,00:78:88:99:5a:c4,"Cisco Systems, Inc"
4901,c8:be:19:6a:0d:f8,D-Link International
4902,64:66:b3:fc:df:6c,"TP-Link Tech Co, Ltd"
4903,00:8e:f2:48:67:e8,Netgear
4904,00:1f:1f:67:4e:64,Edimax Tech Co Ltd
4905,94:46:96:2b:cd:98,BaudTec Corp
4906,40:9b:cd:43:cd:65,D-Link International
4907,00:16:b6:3b:26:28,"Cisco-Linksys, Llc"
4908,10:62:eb:99:09:dc,D-Link International
4909,90:ef:68:30:f5:6d,Zyxel Communications Corp
4910,2c:fd:a1:0d:d5:18,ASUSTek Computer Inc
4911,00:14:bf:77:8a:cc,"Cisco-Linksys, Llc"
4912,64:66:b3:dd:1a:0a,"TP-Link Tech Co, Ltd"
4913,9c:5c:8e:8c:de:d8,ASUSTek Computer Inc
4914,90:ef:68:30:f5:6c,Zyxel Communications Corp
4915,58:ef:68:b8:b0:d9,Belkin International Inc
4916,9c:5c:8e:8c:de:d9,ASUSTek Computer Inc
4917,10:44:00:c4:70:dc,"Huawei Tech Co, Ltd"
4918,28:c6:8e:56:e7:ea,Netgear
4919,a0:63:91:05:a8:cc,Netgear
4920,00:18:e7:d0:71:f4,"Cameo Communications, Inc"
4921,10:bf:48:5a:fc:7d,ASUSTek Computer Inc
4922,c8:d7:19:32:e0:6c,"Cisco-Linksys, Llc"
4923,b0:4e:26:84:41:79,"TP-Link Tech Co, Ltd"
4924,00:02:61:53:e7:49,Tilgin AB
4925,10:7b:44:99:50:80,ASUSTek Computer Inc
4926,60:e3:27:72:4f:01,"TP-Link Tech Co, Ltd"
4927,2c:30:33:33:cc:60,Netgear
